PERMNO,date,TICKER,RET,vwretd,sector_1dgt
10104,2011-07-29,ORCL,-0.068976,-0.02255,7
10104,2011-08-31,ORCL,-0.08208,-0.057597,7
10104,2011-09-30,ORCL,0.023869,-0.08503,7
10104,2011-10-31,ORCL,0.14231,0.11421500000000001,7
10104,2011-11-30,ORCL,-0.043332,-0.006273,7
10104,2011-12-30,ORCL,-0.181818,0.0036710000000000002,7
10104,2012-01-31,ORCL,0.102144,0.05414,7
10104,2012-02-29,ORCL,0.037044,0.041253,7
10104,2012-03-30,ORCL,-0.003247,0.024038999999999998,7
10104,2012-04-30,ORCL,0.010288,-0.006840000000000001,7
10104,2012-05-31,ORCL,-0.09966,-0.06564099999999999,7
10104,2012-06-29,ORCL,0.122025,0.038181,7
10104,2012-07-31,ORCL,0.018855,0.010306000000000001,7
10104,2012-08-31,ORCL,0.048013,0.026337,7
10104,2012-09-28,ORCL,-0.0060030000000000005,0.026532,7
10104,2012-10-31,ORCL,-0.010172,-0.014063999999999998,7
10104,2012-11-30,ORCL,0.035232,0.006219,7
10104,2012-12-31,ORCL,0.041181,0.01258,7
10104,2013-01-31,ORCL,0.06572599999999999,0.054189,7
10104,2013-02-28,ORCL,-0.035764,0.008284,7
10104,2013-03-28,ORCL,-0.055783000000000006,0.03532,7
10104,2013-04-30,ORCL,0.013918999999999999,0.014941999999999999,7
10104,2013-05-31,ORCL,0.030506000000000002,0.019155000000000002,7
10104,2013-06-28,ORCL,-0.090882,-0.015071000000000001,7
10104,2013-07-31,ORCL,0.05731,0.05269,7
10104,2013-08-30,ORCL,-0.015147,-0.025761000000000003,7
10104,2013-09-30,ORCL,0.041117,0.037514,7
10104,2013-10-31,ORCL,0.013567,0.039908,7
10104,2013-11-29,ORCL,0.053433,0.024973,7
10104,2013-12-31,ORCL,0.08416,0.026160000000000003,7
10104,2014-01-31,ORCL,-0.03241,-0.030047000000000008,7
10104,2014-02-28,ORCL,0.059891999999999994,0.046225,7
10104,2014-03-31,ORCL,0.046024,0.004543999999999999,7
10104,2014-04-30,ORCL,0.0022,0.0015689999999999999,7
10104,2014-05-30,ORCL,0.027886,0.02026,7
10104,2014-06-30,ORCL,-0.035459,0.027991000000000002,7
10104,2014-07-31,ORCL,-0.000493,-0.020568,7
10104,2014-08-29,ORCL,0.028225,0.040226,7
10104,2014-09-30,ORCL,-0.07825700000000001,-0.025208,7
10104,2014-10-31,ORCL,0.02325,0.021172,7
10104,2014-11-28,ORCL,0.08604400000000001,0.021113999999999997,7
10104,2014-12-31,ORCL,0.060363,-0.0036609999999999998,7
10104,2015-01-30,ORCL,-0.065822,-0.027207,7
10104,2015-02-27,ORCL,0.046073,0.055999,7
10104,2015-03-31,ORCL,-0.01529,-0.010409999999999999,7
10104,2015-04-30,ORCL,0.014368,0.008776,7
10104,2015-05-29,ORCL,-0.00298,0.010269,7
10104,2015-06-30,ORCL,-0.07335,-0.019272,7
10104,2015-07-31,ORCL,-0.005211,0.012062999999999999,7
10104,2015-08-31,ORCL,-0.071357,-0.059979,7
10104,2015-09-30,ORCL,-0.026152999999999996,-0.033831,7
10104,2015-10-30,ORCL,0.079457,0.07404,7
10104,2015-11-30,ORCL,0.0033469999999999997,0.002426,7
10104,2015-12-31,ORCL,-0.062612,-0.022288,7
10104,2016-01-29,ORCL,-0.001916,-0.057179999999999995,7
10104,2016-02-29,ORCL,0.012943999999999999,0.000604,7
10104,2016-03-31,ORCL,0.11228900000000001,0.07058099999999999,7
10104,2016-04-29,ORCL,-0.021999,0.011737000000000001,7
10104,2016-05-31,ORCL,0.00853,0.014269,7
10104,2016-06-30,ORCL,0.018159,0.002926,7
10104,2016-07-29,ORCL,0.006352,0.038846,7
10104,2016-08-31,ORCL,0.004386,0.0028,7
10104,2016-09-30,ORCL,-0.047064999999999996,0.00302,7
10104,2016-10-31,ORCL,-0.018075,-0.021586,7
10104,2016-11-30,ORCL,0.04607,0.040546,7
10104,2016-12-30,ORCL,-0.043294,0.018768,7
10104,2017-01-31,ORCL,0.047074,0.022177000000000002,7
10104,2017-02-28,ORCL,0.061829999999999996,0.032632,7
10104,2017-03-31,ORCL,0.047429,0.002095,7
10104,2017-04-28,ORCL,0.012105,0.009628,7
10104,2017-05-31,ORCL,0.009564,0.009303,7
10104,2017-06-30,ORCL,0.104649,0.009551,7
10104,2017-07-31,ORCL,-0.000399,0.020309,7
10104,2017-08-31,ORCL,0.008011,0.001575,7
10104,2017-09-29,ORCL,-0.03934,0.023777,7
10104,2017-10-31,ORCL,0.05667000000000001,0.019277000000000002,7
10104,2017-11-30,ORCL,-0.036149,0.027252,7
10104,2017-12-29,ORCL,-0.036282,0.012153,7
10104,2018-01-31,ORCL,0.095178,0.050627,7
10104,2018-02-28,ORCL,-0.017833,-0.039511000000000004,7
10104,2018-03-29,ORCL,-0.097099,-0.018453999999999998,7
10104,2018-04-30,ORCL,0.002404,0.00471,7
10104,2018-05-31,ORCL,0.022991,0.026175,7
10104,2018-06-29,ORCL,-0.056935,0.005363000000000001,7
10104,2018-07-31,ORCL,0.08647300000000001,0.031603,7
10104,2018-08-31,ORCL,0.018876,0.030204,7
10104,2018-09-28,ORCL,0.061341999999999994,0.00043200000000000004,7
10104,2018-10-31,ORCL,-0.049069,-0.074076,7
10104,2018-11-30,ORCL,-0.001638,0.018489,7
10104,2018-12-31,ORCL,-0.074036,-0.089889,7
10104,2019-01-31,ORCL,0.116722,0.088295,7
10104,2019-02-28,ORCL,0.037826,0.032724,7
10104,2019-03-29,ORCL,0.030309,0.012963999999999998,7
10104,2019-04-30,ORCL,0.03463,0.037889,7
10104,2019-05-31,ORCL,-0.085487,-0.061679,7
10104,2019-06-28,ORCL,0.125889,0.06727899999999999,7
10104,2019-07-31,ORCL,-0.007548,0.011854,7
10104,2019-08-30,ORCL,-0.075311,-0.020339,7
10104,2019-09-30,ORCL,0.05705,0.016033000000000002,7
10104,2019-10-31,ORCL,-0.005452,0.019256,7
10104,2019-11-29,ORCL,0.030281,0.034997,7
10104,2019-12-31,ORCL,-0.056288,0.028491000000000002,7
10104,2020-01-31,ORCL,-0.005474000000000001,-0.0017280000000000002,7
10104,2020-02-28,ORCL,-0.057007,-0.077918,7
10104,2020-03-31,ORCL,-0.022847,-0.141733,7
10104,2020-04-30,ORCL,0.100972,0.129677,7
10104,2020-05-29,ORCL,0.015103,0.053739,7
10104,2020-06-30,ORCL,0.027897,0.025299000000000002,7
10104,2020-07-31,ORCL,0.007599,0.055528999999999995,7
10104,2020-08-31,ORCL,0.031921,0.06844299999999999,7
10104,2020-09-30,ORCL,0.043341000000000005,-0.035057,7
10104,2020-10-30,ORCL,-0.056114,-0.020178,7
10104,2020-11-30,ORCL,0.028694,0.123707,7
10104,2020-12-31,ORCL,0.120755,0.045048000000000005,7
10107,2007-01-31,MSFT,0.03349,0.019387,7
10107,2007-02-28,MSFT,-0.083927,-0.014006000000000001,7
10107,2007-03-30,MSFT,-0.01065,0.012953999999999999,7
10107,2007-04-30,MSFT,0.074273,0.039833999999999994,7
10107,2007-05-31,MSFT,0.028393,0.038952999999999995,7
10107,2007-06-29,MSFT,-0.039756,-0.014747,7
10107,2007-07-31,MSFT,-0.016288,-0.03179,7
10107,2007-08-31,MSFT,-0.005519,0.011593000000000001,7
10107,2007-09-28,MSFT,0.025409,0.040822000000000004,7
10107,2007-10-31,MSFT,0.249491,0.025910000000000002,7
10107,2007-11-30,MSFT,-0.084216,-0.049362,7
10107,2007-12-31,MSFT,0.059524,-0.004405,7
10107,2008-01-31,MSFT,-0.08427,-0.062217999999999996,7
10107,2008-02-29,MSFT,-0.162273,-0.021697,7
10107,2008-03-31,MSFT,0.043386,-0.010444,7
10107,2008-04-30,MSFT,0.004933,0.051199,7
10107,2008-05-30,MSFT,-0.003156,0.023934999999999998,7
10107,2008-06-30,MSFT,-0.028602,-0.078436,7
10107,2008-07-31,MSFT,-0.065067,-0.013413,7
10107,2008-08-29,MSFT,0.065319,0.010597,7
10107,2008-09-30,MSFT,-0.021986000000000002,-0.09817200000000001,7
10107,2008-10-31,MSFT,-0.163357,-0.184838,7
10107,2008-11-28,MSFT,-0.08867,-0.084686,7
10107,2008-12-31,MSFT,-0.038576,0.022231,7
10107,2009-01-30,MSFT,-0.12037,-0.077475,7
10107,2009-02-27,MSFT,-0.047952999999999996,-0.100175,7
10107,2009-03-31,MSFT,0.137461,0.086813,7
10107,2009-04-30,MSFT,0.10288499999999999,0.109483,7
10107,2009-05-29,MSFT,0.037512000000000004,0.067797,7
10107,2009-06-30,MSFT,0.13786500000000002,-0.00302,7
10107,2009-07-31,MSFT,-0.010517,0.08179199999999999,7
10107,2009-08-31,MSFT,0.053571,0.031514,7
10107,2009-09-30,MSFT,0.043407999999999995,0.045288,7
10107,2009-10-30,MSFT,0.078149,-0.028079000000000003,7
10107,2009-11-30,MSFT,0.065272,0.05708600000000001,7
10107,2009-12-31,MSFT,0.036382,0.028486,7
10107,2010-01-29,MSFT,-0.075459,-0.037186000000000004,7
10107,2010-02-26,MSFT,0.022001,0.034754,7
10107,2010-03-31,MSFT,0.021537999999999998,0.063688,7
10107,2010-04-30,MSFT,0.042595,0.020038999999999998,7
10107,2010-05-28,MSFT,-0.150811,-0.07926699999999999,7
10107,2010-06-30,MSFT,-0.10814000000000001,-0.050802,7
10107,2010-07-30,MSFT,0.12168599999999999,0.070384,7
10107,2010-08-31,MSFT,-0.085819,-0.042887,7
10107,2010-09-30,MSFT,0.043682,0.091669,7
10107,2010-10-29,MSFT,0.088812,0.038606,7
10107,2010-11-30,MSFT,-0.046784,0.005121,7
10107,2010-12-31,MSFT,0.105018,0.067213,7
10107,2011-01-31,MSFT,-0.006628,0.019190000000000002,7
10107,2011-02-28,MSFT,-0.035528,0.038168,7
10107,2011-03-31,MSFT,-0.044771,0.003343,7
10107,2011-04-29,MSFT,0.020874,0.028602,7
10107,2011-05-31,MSFT,-0.028935000000000002,-0.014958,7
10107,2011-06-30,MSFT,0.039583999999999994,-0.018453,7
10107,2011-07-29,MSFT,0.053846000000000005,-0.02255,7
10107,2011-08-31,MSFT,-0.023358,-0.057597,7
10107,2011-09-30,MSFT,-0.064286,-0.08503,7
10107,2011-10-31,MSFT,0.069908,0.11421500000000001,7
10107,2011-11-30,MSFT,-0.031919,-0.006273,7
10107,2011-12-30,MSFT,0.014855000000000004,0.0036710000000000002,7
10107,2012-01-31,MSFT,0.137519,0.05414,7
10107,2012-02-29,MSFT,0.081612,0.041253,7
10107,2012-03-30,MSFT,0.016225999999999997,0.024038999999999998,7
10107,2012-04-30,MSFT,-0.007441,-0.006840000000000001,7
10107,2012-05-31,MSFT,-0.081993,-0.06564099999999999,7
10107,2012-06-29,MSFT,0.047962,0.038181,7
10107,2012-07-31,MSFT,-0.036613,0.010306000000000001,7
10107,2012-08-31,MSFT,0.052596000000000004,0.026337,7
10107,2012-09-28,MSFT,-0.034393,0.026532,7
10107,2012-10-31,MSFT,-0.040995,-0.014063999999999998,7
10107,2012-11-30,MSFT,-0.05939,0.006219,7
10107,2012-12-31,MSFT,0.003558,0.01258,7
10107,2013-01-31,MSFT,0.027717000000000002,0.054189,7
10107,2013-02-28,MSFT,0.021129,0.008284,7
10107,2013-03-28,MSFT,0.028957,0.03532,7
10107,2013-04-30,MSFT,0.15714,0.014941999999999999,7
10107,2013-05-31,MSFT,0.061328999999999995,0.019155000000000002,7
10107,2013-06-28,MSFT,-0.010172,-0.015071000000000001,7
10107,2013-07-31,MSFT,-0.078304,0.05269,7
10107,2013-08-30,MSFT,0.056219000000000005,-0.025761000000000003,7
10107,2013-09-30,MSFT,-0.003593,0.037514,7
10107,2013-10-31,MSFT,0.06385199999999999,0.039908,7
10107,2013-11-29,MSFT,0.084875,0.024973,7
10107,2013-12-31,MSFT,-0.018883,0.026160000000000003,7
10107,2014-01-31,MSFT,0.011493999999999999,-0.030047000000000008,7
10107,2014-02-28,MSFT,0.019819999999999997,0.046225,7
10107,2014-03-31,MSFT,0.06995599999999999,0.004543999999999999,7
10107,2014-04-30,MSFT,-0.014394,0.0015689999999999999,7
10107,2014-05-30,MSFT,0.020297,0.02026,7
10107,2014-06-30,MSFT,0.018563999999999997,0.027991000000000002,7
10107,2014-07-31,MSFT,0.035012,-0.020568,7
10107,2014-08-29,MSFT,0.059082,0.040226,7
10107,2014-09-30,MSFT,0.020471,-0.025208,7
10107,2014-10-31,MSFT,0.012726000000000001,0.021172,7
10107,2014-11-28,MSFT,0.024919999999999998,0.021113999999999997,7
10107,2014-12-31,MSFT,-0.028446,-0.0036609999999999998,7
10107,2015-01-30,MSFT,-0.130248,-0.027207,7
10107,2015-02-27,MSFT,0.093069,0.055999,7
10107,2015-03-31,MSFT,-0.072862,-0.010409999999999999,7
10107,2015-04-30,MSFT,0.196409,0.008776,7
10107,2015-05-29,MSFT,-0.030222000000000002,0.010269,7
10107,2015-06-30,MSFT,-0.057832000000000015,-0.019272,7
10107,2015-07-31,MSFT,0.057758000000000004,0.012062999999999999,7
10107,2015-08-31,MSFT,-0.061456,-0.059979,7
10107,2015-09-30,MSFT,0.017004,-0.033831,7
10107,2015-10-30,MSFT,0.18933599999999998,0.07404,7
10107,2015-11-30,MSFT,0.039324,0.002426,7
10107,2015-12-31,MSFT,0.020791,-0.022288,7
10107,2016-01-29,MSFT,-0.00703,-0.057179999999999995,7
10107,2016-02-29,MSFT,-0.069886,0.000604,7
10107,2016-03-31,MSFT,0.085495,0.07058099999999999,7
10107,2016-04-29,MSFT,-0.097049,0.011737000000000001,7
10107,2016-05-31,MSFT,0.069982,0.014269,7
10107,2016-06-30,MSFT,-0.034527999999999996,0.002926,7
10107,2016-07-29,MSFT,0.10768,0.038846,7
10107,2016-08-31,MSFT,0.020113,0.0028,7
10107,2016-09-30,MSFT,0.002436,0.00302,7
10107,2016-10-31,MSFT,0.040277999999999994,-0.021586,7
10107,2016-11-30,MSFT,0.012183,0.040546,7
10107,2016-12-30,MSFT,0.031198000000000007,0.018768,7
10107,2017-01-31,MSFT,0.040393,0.022177000000000002,7
10107,2017-02-28,MSFT,-0.004331000000000001,0.032632,7
10107,2017-03-31,MSFT,0.029383999999999997,0.002095,7
10107,2017-04-28,MSFT,0.039478,0.009628,7
10107,2017-05-31,MSFT,0.025854000000000002,0.009303,7
10107,2017-06-30,MSFT,-0.013030000000000002,0.009551,7
10107,2017-07-31,MSFT,0.05469299999999999,0.020309,7
10107,2017-08-31,MSFT,0.033838,0.001575,7
10107,2017-09-29,MSFT,-0.003745000000000001,0.023777,7
10107,2017-10-31,MSFT,0.11665999999999999,0.019277000000000002,7
10107,2017-11-30,MSFT,0.016951,0.027252,7
10107,2017-12-29,MSFT,0.016277,0.012153,7
10107,2018-01-31,MSFT,0.11070799999999999,0.050627,7
10107,2018-02-28,MSFT,-0.008631,-0.039511000000000004,7
10107,2018-03-29,MSFT,-0.026661,-0.018453999999999998,7
10107,2018-04-30,MSFT,0.024652,0.00471,7
10107,2018-05-31,MSFT,0.061377,0.026175,7
10107,2018-06-29,MSFT,-0.002327,0.005363000000000001,7
10107,2018-07-31,MSFT,0.075753,0.031603,7
10107,2018-08-31,MSFT,0.062877,0.030204,7
10107,2018-09-28,MSFT,0.018161,0.00043200000000000004,7
10107,2018-10-31,MSFT,-0.066101,-0.074076,7
10107,2018-11-30,MSFT,0.042505,0.018489,7
10107,2018-12-31,MSFT,-0.084047,-0.089889,7
10107,2019-01-31,MSFT,0.028158,0.088295,7
10107,2019-02-28,MSFT,0.077181,0.032724,7
10107,2019-03-29,MSFT,0.052753999999999995,0.012963999999999998,7
10107,2019-04-30,MSFT,0.10734300000000001,0.037889,7
10107,2019-05-31,MSFT,-0.049464,-0.061679,7
10107,2019-06-28,MSFT,0.083118,0.06727899999999999,7
10107,2019-07-31,MSFT,0.017244,0.011854,7
10107,2019-08-30,MSFT,0.015044,-0.020339,7
10107,2019-09-30,MSFT,0.008487,0.016033000000000002,7
10107,2019-10-31,MSFT,0.031216000000000008,0.019256,7
10107,2019-11-29,MSFT,0.059427,0.034997,7
10107,2019-12-31,MSFT,0.041749,0.028491000000000002,7
10107,2020-01-31,MSFT,0.079455,-0.0017280000000000002,7
10107,2020-02-28,MSFT,-0.045292,-0.077918,7
10107,2020-03-31,MSFT,-0.026541000000000002,-0.141733,7
10107,2020-04-30,MSFT,0.136326,0.129677,7
10107,2020-05-29,MSFT,0.025389,0.053739,7
10107,2020-06-30,MSFT,0.11055899999999999,0.025299000000000002,7
10107,2020-07-31,MSFT,0.007370999999999998,0.055528999999999995,7
10107,2020-08-31,MSFT,0.10257999999999999,0.06844299999999999,7
10107,2020-09-30,MSFT,-0.067397,-0.035057,7
10107,2020-10-30,MSFT,-0.03737,-0.020178,7
10107,2020-11-30,MSFT,0.060058000000000014,0.123707,7
10107,2020-12-31,MSFT,0.039006,0.045048000000000005,7
10138,2007-01-31,TROW,0.096185,0.019387,6
10138,2007-02-28,TROW,-0.029595999999999997,-0.014006000000000001,6
10138,2007-03-30,TROW,0.017182,0.012953999999999999,6
10138,2007-04-30,TROW,0.052765,0.039833999999999994,6
10138,2007-05-31,TROW,0.033615,0.038952999999999995,6
10138,2007-06-29,TROW,0.013827,-0.014747,6
10138,2007-07-31,TROW,0.004625,-0.03179,6
10138,2007-08-31,TROW,-0.015538,0.011593000000000001,6
10138,2007-09-28,TROW,0.088465,0.040822000000000004,6
10138,2007-10-31,TROW,0.153528,0.025910000000000002,6
10138,2007-11-30,TROW,-0.042963999999999995,-0.049362,6
10138,2007-12-31,TROW,-0.005856,-0.004405,6
10138,2008-01-31,TROW,-0.169021,-0.062217999999999996,6
10138,2008-02-29,TROW,-0.001186,-0.021697,6
10138,2008-03-31,TROW,-0.005739,-0.010444,6
10138,2008-04-30,TROW,0.1712,0.051199,6
10138,2008-05-30,TROW,-0.010929000000000001,0.023934999999999998,6
10138,2008-06-30,TROW,-0.020891,-0.078436,6
10138,2008-07-31,TROW,0.059855,-0.013413,6
10138,2008-08-29,TROW,-0.008187,0.010597,6
10138,2008-09-30,TROW,-0.091139,-0.09817200000000001,6
10138,2008-10-31,TROW,-0.263824,-0.184838,6
10138,2008-11-28,TROW,-0.1348,-0.084686,6
10138,2008-12-31,TROW,0.04297,0.022231,6
10138,2009-01-30,TROW,-0.22178299999999998,-0.077475,6
10138,2009-02-27,TROW,-0.175489,-0.100175,6
10138,2009-03-31,TROW,0.280123,0.086813,6
10138,2009-04-30,TROW,0.334719,0.109483,6
10138,2009-05-29,TROW,0.053219,0.067797,6
10138,2009-06-30,TROW,0.033276,-0.00302,6
10138,2009-07-31,TROW,0.12095,0.08179199999999999,6
10138,2009-08-31,TROW,-0.030186,0.031514,6
10138,2009-09-30,TROW,0.014349,0.045288,6
10138,2009-10-30,TROW,0.066302,-0.028079000000000003,6
10138,2009-11-30,TROW,0.004104,0.05708600000000001,6
10138,2009-12-31,TROW,0.093399,0.028486,6
10138,2010-01-29,TROW,-0.06816900000000001,-0.037186000000000004,6
10138,2010-02-26,TROW,0.021564,0.034754,6
10138,2010-03-31,TROW,0.08976100000000001,0.063688,6
10138,2010-04-30,TROW,0.046752999999999996,0.020038999999999998,6
10138,2010-05-28,TROW,-0.139381,-0.07926699999999999,6
10138,2010-06-30,TROW,-0.098142,-0.050802,6
10138,2010-07-30,TROW,0.086506,0.070384,6
10138,2010-08-31,TROW,-0.092059,-0.042887,6
10138,2010-09-30,TROW,0.149463,0.091669,6
10138,2010-10-29,TROW,0.10396500000000004,0.038606,6
10138,2010-11-30,TROW,0.055365,0.005121,6
10138,2010-12-31,TROW,0.11109200000000001,0.067213,6
10138,2011-01-31,TROW,0.021381999999999998,0.019190000000000002,6
10138,2011-02-28,TROW,0.01608,0.038168,6
10138,2011-03-31,TROW,-0.0037329999999999998,0.003343,6
10138,2011-04-29,TROW,-0.032671,0.028602,6
10138,2011-05-31,TROW,-0.014786,-0.014958,6
10138,2011-06-30,TROW,-0.041864,-0.018453,6
10138,2011-07-29,TROW,-0.058668,-0.02255,6
10138,2011-08-31,TROW,-0.058450999999999996,-0.057597,6
10138,2011-09-30,TROW,-0.100972,-0.08503,6
10138,2011-10-31,TROW,0.10613399999999999,0.11421500000000001,6
10138,2011-11-30,TROW,0.074186,-0.006273,6
10138,2011-12-30,TROW,0.008809,0.0036710000000000002,6
10138,2012-01-31,TROW,0.015628,0.05414,6
10138,2012-02-29,TROW,0.064834,0.041253,6
10138,2012-03-30,TROW,0.06575700000000001,0.024038999999999998,6
10138,2012-04-30,TROW,-0.033461000000000005,-0.006840000000000001,6
10138,2012-05-31,TROW,-0.08753899999999999,-0.06564099999999999,6
10138,2012-06-29,TROW,0.099149,0.038181,6
10138,2012-07-31,TROW,-0.035102,0.010306000000000001,6
10138,2012-08-31,TROW,0.011358,0.026337,6
10138,2012-09-28,TROW,0.035807,0.026532,6
10138,2012-10-31,TROW,0.02496,-0.014063999999999998,6
10138,2012-11-30,TROW,-0.003237,0.006219,6
10138,2012-12-31,TROW,0.027634,0.01258,6
10138,2013-01-31,TROW,0.09664,0.054189,6
10138,2013-02-28,TROW,-0.003081,0.008284,6
10138,2013-03-28,TROW,0.05703,0.03532,6
10138,2013-04-30,TROW,-0.031655,0.014941999999999999,6
10138,2013-05-31,TROW,0.047035,0.019155000000000002,6
10138,2013-06-28,TROW,-0.030694,-0.015071000000000001,6
10138,2013-07-31,TROW,0.027869,0.05269,6
10138,2013-08-30,TROW,-0.06778300000000001,-0.025761000000000003,6
10138,2013-09-30,TROW,0.030938,0.037514,6
10138,2013-10-31,TROW,0.076185,0.039908,6
10138,2013-11-29,TROW,0.039401,0.024973,6
10138,2013-12-31,TROW,0.045861,0.026160000000000003,6
10138,2014-01-31,TROW,-0.063627,-0.030047000000000008,6
10138,2014-02-28,TROW,0.034804,0.046225,6
10138,2014-03-31,TROW,0.019958,0.004543999999999999,6
10138,2014-04-30,TROW,-0.002672,0.0015689999999999999,6
10138,2014-05-30,TROW,-0.007305,0.02026,6
10138,2014-06-30,TROW,0.040721,0.027991000000000002,6
10138,2014-07-31,TROW,-0.079967,-0.020568,6
10138,2014-08-29,TROW,0.042944,0.040226,6
10138,2014-09-30,TROW,-0.026607,-0.025208,6
10138,2014-10-31,TROW,0.047066000000000004,0.021172,6
10138,2014-11-28,TROW,0.016811000000000003,0.021113999999999997,6
10138,2014-12-31,TROW,0.033904000000000004,-0.0036609999999999998,6
10138,2015-01-30,TROW,-0.083159,-0.027207,6
10138,2015-02-27,TROW,0.049289,0.055999,6
10138,2015-03-31,TROW,-0.013316999999999999,-0.010409999999999999,6
10138,2015-04-30,TROW,0.027167,0.008776,6
10138,2015-05-29,TROW,-0.006036,0.010269,6
10138,2015-06-30,TROW,-0.030239,-0.019272,6
10138,2015-07-31,TROW,-0.007719,0.012062999999999999,6
10138,2015-08-31,TROW,-0.068067,-0.059979,6
10138,2015-09-30,TROW,-0.025876,-0.033831,6
10138,2015-10-30,TROW,0.088058,0.07404,6
10138,2015-11-30,TROW,0.0070090000000000005,0.002426,6
10138,2015-12-31,TROW,-0.054366,-0.022288,6
10138,2016-01-29,TROW,-0.007554000000000002,-0.057179999999999995,6
10138,2016-02-29,TROW,-0.025934,0.000604,6
10138,2016-03-31,TROW,0.070757,0.07058099999999999,6
10138,2016-04-29,TROW,0.024912,0.011737000000000001,6
10138,2016-05-31,TROW,0.023509,0.014269,6
10138,2016-06-30,TROW,-0.046068,0.002926,6
10138,2016-07-29,TROW,-0.031246,0.038846,6
10138,2016-08-31,TROW,-0.016268,0.0028,6
10138,2016-09-30,TROW,-0.035951,0.00302,6
10138,2016-10-31,TROW,-0.037444,-0.021586,6
10138,2016-11-30,TROW,0.15700699999999998,0.040546,6
10138,2016-12-30,TROW,0.023495,0.018768,6
10138,2017-01-31,TROW,-0.103906,0.022177000000000002,6
10138,2017-02-28,TROW,0.055901,0.032632,6
10138,2017-03-31,TROW,-0.034967000000000005,0.002095,6
10138,2017-04-28,TROW,0.040205,0.009628,6
10138,2017-05-31,TROW,-0.0063479999999999995,0.009303,6
10138,2017-06-30,TROW,0.061613,0.009551,6
10138,2017-07-31,TROW,0.114675,0.020309,6
10138,2017-08-31,TROW,0.019826,0.001575,6
10138,2017-09-29,TROW,0.081318,0.023777,6
10138,2017-10-31,TROW,0.024821,0.019277000000000002,6
10138,2017-11-30,TROW,0.107858,0.027252,6
10138,2017-12-29,TROW,0.025068,0.012153,6
10138,2018-01-31,TROW,0.06385199999999999,0.050627,6
